Fecha,Día,Comp,Ronda,Sedes,Resultado,Equipo,Adversario,Arranque,Posc,Mín,Gls.,Ass,TP,TPint,Dis,DaP,TA,TR,Fls,FR,PA,Pcz,TklG,Int,GC,Penal ejecutado,Penal concedido,Informe del partido,jugador_id,Toques,Tkl,Bloqueos,xG,npxG,xAG,ACT,ACG,Cmp,Int.,% Cmp,PrgP,Transportes,PrgC,Att,Succ,Gls_90,Año,Mes,DiaSemana,resultado_tipo,goles_favor,goles_contra,victoria_penales,derrota_penales,resultado_numerico,diferencia_goles,Rendimiento,Rendimiento_normalizado
2025-02-24,Lun,Süper Lig,Semana 25 de partido,Local,E 0–0,Galatasaray,Fenerbahçe,Sí,CB,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Informe del partido,davinson sánchez,78.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,56.0,65.0,84.0,6.0,47.0,0.0,0.0,0.0,0.0,2025.0,2.0,0.0,E,0.0,0.0,0,0,0.0,0.0,31.799999999999997,0.4810892586989409
2025-03-02,Dom,Süper Lig,Semana 26 de partido,Visitante,E 3–3,Galatasaray,Kasımpaşa,Sí,CB,90.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Informe del partido,davinson sánchez,78.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,56.0,65.0,84.0,6.0,47.0,0.0,0.0,0.0,0.0,2025.0,3.0,6.0,E,3.0,3.0,0,0,0.0,0.0,31.799999999999997,0.4810892586989409
2025-03-09,Dom,Süper Lig,Semana 27 de partido,Visitante,V 2–1,Galatasaray,Alanyaspor,Sí,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Informe del partido,davinson sánchez,78.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,56.0,65.0,84.0,6.0,47.0,0.0,0.0,0.0,0.0,2025.0,3.0,6.0,V,2.0,1.0,0,0,1.0,1.0,31.799999999999997,0.4810892586989409
2025-03-14,Vie,Süper Lig,Semana 28 de partido,Local,V 4–0,Galatasaray,Antalyaspor,Sí,CB,76.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Informe del partido,davinson sánchez,78.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,56.0,65.0,84.0,6.0,47.0,0.0,0.0,0.0,0.0,2025.0,3.0,4.0,V,4.0,0.0,0,0,1.0,4.0,31.799999999999997,0.4810892586989409
2025-03-20,Jue,WCQ,WCQ — CONMEBOL (M),Visitante,D 1–2,co Colombia,br Brazil,Sí,CB,74.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,davinson sánchez,78.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,56.0,65.0,84.0,6.0,47.0,0.0,0.0,0.0,0.0,2025.0,3.0,3.0,D,1.0,2.0,0,0,-1.0,-1.0,31.799999999999997,0.4810892586989409
2025-03-29,Sáb,Süper Lig,Semana 29 de partido,Visitante,D 1–2,Galatasaray,Beşiktaş,Sí,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,davinson sánchez,78.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,56.0,65.0,84.0,6.0,47.0,0.0,0.0,0.0,0.0,2025.0,3.0,5.0,D,1.0,2.0,0,0,-1.0,-1.0,31.799999999999997,0.4810892586989409
2025-04-11,Vie,Süper Lig,Semana 31 de partido,Visitante,V 2–0,Galatasaray,Samsunspor,Sí,CB,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Informe del partido,davinson sánchez,78.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,56.0,65.0,84.0,6.0,47.0,0.0,0.0,0.0,0.0,2025.0,4.0,4.0,V,2.0,0.0,0,0,1.0,2.0,31.799999999999997,0.4810892586989409
2024-07-02,Mar,Copa América,Etapa de grupo,Neutral,E 1–1,co Colombia,br Brazil,Sí,"LB,WB,DM,LM,WB,CB,LW,LB,CB,LB,RB,LM,CB",45.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,deiver machado,40.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,33.0,81.0,1.0,22.0,1.0,1.0,0.0,0.0,2024.0,7.0,1.0,E,1.0,1.0,0,0,0.0,0.0,12.400000000000002,0.18759455370650532
2024-08-18,Dom,Ligue 1,Semana 1 de partido,Visitante,V 1–0,Lens,Angers,No,"LB,WB,DM,LM,WB,CB,LW,LB,CB,LB,RB,LM,CB",26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,deiver machado,17.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,17.0,58.8,0.0,5.0,1.0,0.0,0.0,0.0,2024.0,8.0,6.0,V,1.0,0.0,0,0,1.0,1.0,5.4,0.08169440242057488
2024-08-22,Jue,Conf Lg,Ronda de eliminatorias,Local,V 2–1,fr Lens,gr Panathinaikos,Sí,"LB,WB,DM,LM,WB,CB,LW,LB,CB,LB,RB,LM,CB",89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,deiver machado,40.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,33.0,81.0,1.0,22.0,1.0,1.0,0.0,0.0,2024.0,8.0,3.0,V,2.0,1.0,0,0,1.0,1.0,12.400000000000002,0.18759455370650532
2024-08-25,Dom,Ligue 1,Semana 2 de partido,Local,V 2–0,Lens,Brest,No,"LB,WB,DM,LM,WB,CB,LW,LB,CB,LB,RB,LM,CB",13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Informe del partido,deiver machado,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,75.0,1.0,2.0,0.0,0.0,0.0,0.0,2024.0,8.0,6.0,V,2.0,0.0,0,0,1.0,2.0,1.6,0.024205748865355523
2024-08-29,Jue,Conf Lg,Ronda de eliminatorias,Visitante,D 0–2,fr Lens,gr Panathinaikos,Sí,"LB,WB,DM,LM,WB,CB,LW,LB,CB,LB,RB,LM,CB",70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,deiver machado,40.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,33.0,81.0,1.0,22.0,1.0,1.0,0.0,0.0,2024.0,8.0,3.0,D,0.0,2.0,0,0,-1.0,-2.0,12.400000000000002,0.18759455370650532
2024-09-15,Dom,Ligue 1,Semana 4 de partido,Local,E 0–0,Lens,Lyon,Sí,"LB,WB,DM,LM,WB,CB,LW,LB,CB,LB,RB,LM,CB",90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,deiver machado,51.0,1.0,2.0,0.0,0.0,0.2,4.0,0.0,31.0,41.0,75.6,0.0,24.0,2.0,3.0,2.0,0.0,2024.0,9.0,6.0,E,0.0,0.0,0,0,0.0,0.0,14.600000000000001,0.22087745839636913
2024-09-21,Sáb,Ligue 1,Semana 5 de partido,Visitante,E 1–1,Lens,Rennes,No,"LB,WB,DM,LM,WB,CB,LW,LB,CB,LB,RB,LM,CB",11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,deiver machado,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,100.0,0.0,5.0,0.0,1.0,1.0,0.0,2024.0,9.0,5.0,E,1.0,1.0,0,0,0.0,0.0,4.0,0.0605143721633888
2024-09-28,Sáb,Ligue 1,Semana 6 de partido,Local,E 0–0,Lens,Nice,Sí,"LB,WB,DM,LM,WB,CB,LW,LB,CB,LB,RB,LM,CB",90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,deiver machado,61.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,38.0,52.0,73.1,4.0,35.0,3.0,3.0,2.0,0.0,2024.0,9.0,5.0,E,0.0,0.0,0,0,0.0,0.0,18.0,0.2723146747352496
2024-10-26,Sáb,Ligue 1,Semana 9 de partido,Local,D 0–2,Lens,Lille,No,"LB,WB,DM,LM,WB,CB,LW,LB,CB,LB,RB,LM,CB",20.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,deiver machado,22.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,17.0,94.1,1.0,6.0,1.0,2.0,1.0,0.0,2024.0,10.0,5.0,D,0.0,2.0,0,0,-1.0,-2.0,6.800000000000001,0.10287443267776097
2024-11-02,Sáb,Ligue 1,Semana 10 de partido,Visitante,D 0–1,Lens,Paris S-G,Sí,"LB,WB,DM,LM,WB,CB,LW,LB,CB,LB,RB,LM,CB",90.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,deiver machado,37.0,4.0,3.0,0.1,0.1,0.0,0.0,0.0,20.0,25.0,80.0,1.0,22.0,1.0,0.0,0.0,0.0,2024.0,11.0,5.0,D,0.0,1.0,0,0,-1.0,-1.0,9.8,0.14826021180030258
2024-11-09,Sáb,Ligue 1,Semana 11 de partido,Local,V 3–2,Lens,Nantes,Sí,"LB,WB,DM,LM,WB,CB,LW,LB,CB,LB,RB,LM,CB",90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Informe del partido,deiver machado,53.0,4.0,1.0,0.0,0.0,0.2,5.0,1.0,37.0,43.0,86.0,2.0,21.0,2.0,1.0,0.0,0.0,2024.0,11.0,5.0,V,3.0,2.0,0,0,1.0,1.0,16.8,0.25416036308623297
2024-11-23,Sáb,Ligue 1,Semana 12 de partido,Local,D 1–3,Lens,Marseille,Sí,"LB,WB,DM,LM,WB,CB,LW,LB,CB,LB,RB,LM,CB",90.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Informe del partido,deiver machado,63.0,2.0,1.0,1.2,1.2,0.0,4.0,1.0,42.0,47.0,89.4,2.0,39.0,2.0,1.0,1.0,0.0,2024.0,11.0,5.0,D,1.0,3.0,0,0,-1.0,-2.0,18.200000000000003,0.2753403933434191
2024-11-29,Vie,Ligue 1,Semana 13 de partido,Visitante,V 2–0,Lens,Reims,No,"LB,WB,DM,LM,WB,CB,LW,LB,CB,LB,RB,LM,CB",13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Informe del partido,deiver machado,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,66.7,0.0,4.0,1.0,1.0,0.0,0.0,2024.0,11.0,4.0,V,2.0,0.0,0,0,1.0,2.0,1.0,0.0151285930408472
2024-12-14,Sáb,Ligue 1,Semana 15 de partido,Visitante,E 2–2,Lens,Auxerre,No,"LB,WB,DM,LM,WB,CB,LW,LB,CB,LB,RB,LM,CB",10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,deiver machado,10.0,0.0,0.0,0.0,0.0,0.1,2.0,0.0,6.0,9.0,66.7,0.0,5.0,2.0,1.0,1.0,0.0,2024.0,12.0,5.0,E,2.0,2.0,0,0,0.0,0.0,3.0,0.0453857791225416
2024-12-22,Dom,Coupe de France,Round of 64,Local,E 1 (3)–1 (4),Lens,Paris S-G,Sí,"LB,WB,DM,LM,WB,CB,LW,LB,CB,LB,RB,LM,CB",89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Informe del partido,deiver machado,40.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,28.0,33.0,81.0,1.0,22.0,1.0,1.0,0.0,0.0,2024.0,12.0,6.0,E,1.0,3.0,0,1,0.0,-2.0,12.400000000000002,0.18759455370650532
2025-01-05,Dom,Ligue 1,Semana 16 de partido,Local,D 0–1,Lens,Toulouse,Sí,"LB,WB,DM,LM,WB,CB,LW,LB,CB,LB,RB,LM,CB",74.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,deiver machado,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,37.0,97.3,3.0,14.0,1.0,0.0,0.0,0.0,2025.0,1.0,6.0,D,0.0,1.0,0,0,-1.0,-1.0,14.600000000000001,0.22087745839636913
2025-01-12,Dom,Ligue 1,Semana 17 de partido,Visitante,V 2–1,Lens,Le Havre,Sí,"LB,WB,DM,LM,WB,CB,LW,LB,CB,LB,RB,LM,CB",90.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,deiver machado,65.0,3.0,0.0,0.3,0.3,0.1,4.0,0.0,45.0,54.0,83.3,2.0,37.0,1.0,5.0,2.0,1.0,2025.0,1.0,6.0,V,2.0,1.0,0,0,1.0,1.0,20.6,0.31164901664145234
2025-01-18,Sáb,Ligue 1,Semana 18 de partido,Local,D 1–2,Lens,Paris S-G,Sí,"LB,WB,DM,LM,WB,CB,LW,LB,CB,LB,RB,LM,CB",90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Informe del partido,deiver machado,48.0,3.0,0.0,0.0,0.0,0.1,3.0,0.0,30.0,39.0,76.9,3.0,22.0,2.0,2.0,0.0,0.0,2025.0,1.0,5.0,D,1.0,2.0,0,0,-1.0,-1.0,14.4,0.2178517397881997
2025-01-26,Dom,Ligue 1,Semana 19 de partido,Local,V 1–0,Lens,Angers,No,"LB,WB,DM,LM,WB,CB,LW,LB,CB,LB,RB,LM,CB",45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,deiver machado,37.0,1.0,1.0,0.0,0.0,0.1,3.0,1.0,27.0,31.0,87.1,2.0,22.0,6.0,1.0,1.0,0.0,2025.0,1.0,6.0,V,1.0,0.0,0,0,1.0,1.0,11.8,0.17851739788199697
2025-01-31,Vie,Ligue 1,Semana 20 de partido,Visitante,V 2–0,Lens,Montpellier,Sí,"LB,WB,DM,LM,WB,CB,LW,LB,CB,LB,RB,LM,CB",90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Informe del partido,deiver machado,50.0,3.0,2.0,0.1,0.1,0.0,3.0,0.0,31.0,42.0,73.8,2.0,23.0,1.0,1.0,0.0,0.0,2025.0,1.0,4.0,V,2.0,0.0,0,0,1.0,2.0,15.200000000000001,0.22995461422087746
2025-02-08,Sáb,Ligue 1,Semana 21 de partido,Visitante,D 0–2,Lens,Nice,Sí,"LB,WB,DM,LM,WB,CB,LW,LB,CB,LB,RB,LM,CB",90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Informe del partido,deiver machado,62.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,45.0,52.0,86.5,4.0,34.0,1.0,4.0,3.0,0.0,2025.0,2.0,5.0,D,0.0,2.0,0,0,-1.0,-2.0,19.4,0.29349470499243563
2025-02-16,Dom,Ligue 1,Semana 22 de partido,Local,D 0–2,Lens,Strasbourg,Sí,"LB,WB,DM,LM,WB,CB,LW,LB,CB,LB,RB,LM,CB",71.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,deiver machado,57.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,45.0,50.0,90.0,6.0,36.0,0.0,1.0,0.0,0.0,2025.0,2.0,6.0,D,0.0,2.0,0,0,-1.0,-2.0,19.2,0.2904689863842662
2025-03-01,Sáb,Ligue 1,Semana 24 de partido,Local,D 3–4,Lens,Le Havre,Sí,"LB,WB,DM,LM,WB,CB,LW,LB,CB,LB,RB,LM,CB",90.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,deiver machado,62.0,2.0,2.0,0.1,0.1,0.3,5.0,2.0,51.0,53.0,96.2,1.0,43.0,1.0,1.0,0.0,0.0,2025.0,3.0,5.0,D,3.0,4.0,0,0,-1.0,-1.0,21.6,0.3267776096822995
2025-03-08,Sáb,Ligue 1,Semana 25 de partido,Visitante,V 1–0,Lens,Marseille,Sí,"LB,WB,DM,LM,WB,CB,LW,LB,CB,LB,RB,LM,CB",90.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Informe del partido,deiver machado,37.0,3.0,1.0,0.0,0.0,0.3,2.0,2.0,25.0,29.0,86.2,2.0,19.0,1.0,3.0,2.0,0.0,2025.0,3.0,5.0,V,1.0,0.0,0,0,1.0,1.0,11.600000000000001,0.17549167927382753
2025-03-15,Sáb,Ligue 1,Semana 26 de partido,Local,V 1–0,Lens,Rennes,Sí,"LB,WB,DM,LM,WB,CB,LW,LB,CB,LB,RB,LM,CB",90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Informe del partido,deiver machado,42.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,20.0,29.0,69.0,0.0,24.0,2.0,2.0,1.0,0.0,2025.0,3.0,5.0,V,1.0,0.0,0,0,1.0,1.0,10.200000000000001,0.15431164901664146
2025-03-30,Dom,Ligue 1,Semana 27 de partido,Visitante,D 0–1,Lens,Lille,Sí,"LB,WB,DM,LM,WB,CB,LW,LB,CB,LB,RB,LM,CB",90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,Informe del partido,deiver machado,67.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,50.0,58.0,86.2,1.0,45.0,3.0,4.0,1.0,0.0,2025.0,3.0,6.0,D,0.0,1.0,0,0,-1.0,-1.0,21.8,0.329803328290469
2025-04-06,Dom,Ligue 1,Semana 28 de partido,Local,V 1–0,Lens,Saint-Étienne,Sí,"LB,WB,DM,LM,WB,CB,LW,LB,CB,LB,RB,LM,CB",85.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,deiver machado,58.0,0.0,0.0,0.2,0.2,0.6,2.0,1.0,45.0,52.0,86.5,3.0,46.0,3.0,1.0,0.0,0.0,2025.0,4.0,6.0,V,1.0,0.0,0,0,1.0,1.0,19.6,0.29652042360060515
2025-04-11,Vie,Ligue 1,Semana 29 de partido,Local,D 0–2,Lens,Reims,Sí,"LB,WB,DM,LM,WB,CB,LW,LB,CB,LB,RB,LM,CB",20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,deiver machado,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,16.0,75.0,0.0,8.0,0.0,1.0,1.0,0.0,2025.0,4.0,4.0,D,0.0,2.0,0,0,-1.0,-2.0,5.800000000000001,0.08774583963691376
2025-01-26,Dom,Liga Argentina,Torneo Apertura — Regular season,Local,E 0–0,Boca Juniors,Arg Juniors,Sí,LB,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,Informe del partido,frank fabra,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2025.0,1.0,6.0,E,0.0,0.0,0,0,0.0,0.0,12.400000000000002,0.18759455370650532
2025-02-08,Sáb,Liga Argentina,Torneo Apertura — Regular season,Visitante,D 0–2,Boca Juniors,Racing Club,No,LB,21.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,frank fabra,43.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,27.0,34.0,77.0,2.0,25.0,1.0,1.0,0.0,0.0,2025.0,2.0,5.0,D,0.0,2.0,0,0,-1.0,-2.0,12.400000000000002,0.18759455370650532
2024-07-02,Mar,Copa América,Etapa de grupo,Neutral,E 1–1,co Colombia,br Brazil,Sí,"FW,AM,LW,RM",80.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Informe del partido,james rodríguez,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,16.0,73.0,2.0,11.0,0.0,1.0,0.0,0.0,2024.0,7.0,1.0,E,1.0,1.0,0,0,0.0,0.0,0.1,0.0015128593040847202
2024-07-06,Sáb,Copa América,Cuartos de final,Neutral,V 5–0,co Colombia,pa Panama,Sí,"FW,AM,LW,RM",72.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,james rodríguez,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,16.0,73.0,2.0,11.0,0.0,1.0,0.0,1.25,2024.0,7.0,5.0,V,5.0,0.0,0,0,1.0,5.0,1.1,0.01664145234493192
2024-07-10,Mié,Copa América,Semifinales,Neutral,V 1–0,co Colombia,uy Uruguay,Sí,"FW,AM,LW,RM",61.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,james rodríguez,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,16.0,73.0,2.0,11.0,0.0,1.0,0.0,0.0,2024.0,7.0,2.0,V,1.0,0.0,0,0,1.0,1.0,0.4,0.006051437216338881
2024-07-14,Dom,Copa América,Final,Neutral,D 0–1,co Colombia,ar Argentina,Sí,"FW,AM,LW,RM",90.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,james rodríguez,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,16.0,73.0,2.0,11.0,0.0,1.0,0.0,0.0,2024.0,7.0,6.0,D,0.0,1.0,0,0,-1.0,-1.0,0.1,0.0015128593040847202
2024-09-06,Vie,WCQ,WCQ — CONMEBOL (M),Visitante,E 1–1,co Colombia,pe Peru,No,"FW,AM,LW,RM",45.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,james rodríguez,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,16.0,73.0,2.0,11.0,0.0,1.0,0.0,0.0,2024.0,9.0,4.0,E,1.0,1.0,0,0,0.0,0.0,0.1,0.0015128593040847202
2024-09-10,Mar,WCQ,WCQ — CONMEBOL (M),Local,V 2–1,co Colombia,ar Argentina,Sí,"FW,AM,LW,RM",89.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,james rodríguez,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,16.0,73.0,2.0,11.0,0.0,1.0,0.0,1.0112359550561798,2024.0,9.0,1.0,V,2.0,1.0,0,0,1.0,1.0,0.7999999999999999,0.01210287443267776
2024-09-16,Lun,La Liga,Semana 5 de partido,Local,V 3–1,Rayo Vallecano,Osasuna,No,"FW,AM,LW,RM",4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,james rodríguez,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,33.3,1.0,1.0,0.0,0.0,0.0,0.0,2024.0,9.0,0.0,V,3.0,1.0,0,0,1.0,2.0,0.0,0.0
2024-09-22,Dom,La Liga,Semana 6 de partido,Local,E 1–1,Rayo Vallecano,Atlético Madrid,No,"FW,AM,LW,RM",18.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,james rodríguez,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,83.3,0.0,5.0,1.0,0.0,0.0,0.0,2024.0,9.0,6.0,E,1.0,1.0,0,0,0.0,0.0,0.0,0.0
2024-09-28,Sáb,La Liga,Semana 8 de partido,Local,E 1–1,Rayo Vallecano,Leganés,Sí,"FW,AM,LW,RM",63.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Informe del partido,james rodríguez,50.0,2.0,2.0,0.0,0.0,0.2,4.0,0.0,32.0,37.0,86.5,3.0,26.0,2.0,4.0,2.0,0.0,2024.0,9.0,5.0,E,1.0,1.0,0,0,0.0,0.0,0.4,0.006051437216338881
2024-10-05,Sáb,La Liga,Semana 9 de partido,Visitante,V 2–1,Rayo Vallecano,Valladolid,No,"FW,AM,LW,RM",14.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Informe del partido,james rodríguez,14.0,0.0,0.0,0.2,0.2,0.0,0.0,0.0,10.0,13.0,76.9,1.0,9.0,0.0,3.0,3.0,0.0,2024.0,10.0,5.0,V,2.0,1.0,0,0,1.0,1.0,0.3400000000000001,0.005143721633888049
2024-10-10,Jue,WCQ,WCQ — CONMEBOL (M),Visitante,D 0–1,co Colombia,bo Bolivia,Sí,"FW,AM,LW,RM",90.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Informe del partido,james rodríguez,19.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,16.0,73.0,2.0,11.0,0.0,1.0,0.0,0.0,2024.0,10.0,3.0,D,0.0,1.0,0,0,-1.0,-1.0,0.1,0.0015128593040847202
